                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     89,                0.31767,                0.06269,                0.02692,                0.22125,                0.82498,                0.97149,                0.84464,                0.92715,                0.77809,                0.95025,                0.83545,                 0.9005,                0.85183,                0.75282,                0.38657,                 0.0053,                0.56747,                 1.0548,             0.00060538,             0.00060538,             0.00060538
                     90,                0.31294,                0.06619,                0.01575,                0.21631,                0.81773,                0.96683,                0.85483,                0.93321,                0.78691,                0.94753,                0.83942,                0.90548,                0.85463,                0.74289,                0.39536,                0.00556,                0.54756,                 1.0514,             0.00059775,             0.00059775,             0.00059775
                     91,                0.31528,                0.05218,                0.02111,                0.21489,                0.81442,                0.97091,                0.86271,                0.93686,                0.78924,                0.95275,                0.84699,                0.90849,                0.85962,                0.74958,                0.39713,                0.00507,                0.54542,                 1.0583,              0.0005901,              0.0005901,              0.0005901
                     92,                0.31238,                0.04973,                0.01718,                0.21696,                0.81778,                0.97285,                 0.8551,                0.93452,                0.78677,                0.95657,                0.83917,                0.90832,                0.85428,                 0.7494,                0.39312,                 0.0043,                0.54498,                 1.0592,             0.00058244,             0.00058244,             0.00058244
                     93,                0.31236,                0.04944,                0.01539,                0.21526,                0.82041,                0.97418,                0.85345,                 0.9326,                0.78456,                0.95782,                0.83967,                0.90754,                0.85338,                0.74755,                0.39083,                0.00476,                0.54391,                 1.0544,             0.00057475,             0.00057475,             0.00057475
                     94,                0.30718,                0.06066,                 0.0192,                0.21562,                0.82094,                0.97421,                0.85086,                0.92297,                0.77574,                0.95726,                0.83669,                0.89855,                0.84068,                0.74083,                0.38985,                0.00423,                0.53785,                 1.0513,             0.00056704,             0.00056704,             0.00056704
                     95,                0.31318,                0.06342,                0.02018,                0.21251,                0.81486,                0.96957,                 0.8634,                0.93378,                0.78625,                0.95366,                0.84917,                0.90915,                0.85458,                0.74199,                0.38707,                0.00472,                 0.5213,                 1.0517,             0.00055932,             0.00055932,             0.00055932
                     96,                0.30671,                 0.0605,                0.02092,                0.21136,                0.81683,                0.97513,                 0.8521,                0.92752,                0.78096,                0.95767,                0.83743,                0.90091,                0.84802,                0.74004,                0.39596,                0.00448,                0.53657,                 1.0489,             0.00055158,             0.00055158,             0.00055158
                     97,                0.30074,                 0.0608,                0.01753,                 0.2119,                0.80887,                0.97329,                0.86453,                0.93431,                0.78468,                0.95382,                0.84706,                0.90552,                0.85147,                0.74201,                0.40292,                0.00486,                0.51281,                 1.0531,             0.00054384,             0.00054384,             0.00054384
                     98,                0.30649,                 0.0525,                 0.0174,                0.21383,                0.81457,                0.97902,                0.85818,                0.93611,                  0.787,                0.95065,                0.85011,                0.90863,                0.85232,                0.74057,                0.39084,                0.00444,                 0.5127,                 1.0525,             0.00053608,             0.00053608,             0.00053608
                     99,                0.31072,                0.04825,                0.01501,                0.21769,                0.81949,                0.96549,                0.86826,                0.93675,                0.78953,                0.94915,                0.85378,                0.90846,                0.85713,                0.74587,                0.38983,                0.00491,                0.52386,                 1.0524,             0.00052832,             0.00052832,             0.00052832
                    100,                0.31669,                0.04527,                0.01416,                0.21922,                0.81992,                0.96432,                0.87149,                0.94035,                0.79335,                0.94671,                0.85558,                 0.9113,                0.86249,                0.74136,                0.38985,                0.00387,                0.51265,                 1.0537,             0.00052055,             0.00052055,             0.00052055
                    101,                0.29354,                0.04859,                0.01605,                0.20964,                0.81489,                0.97265,                0.85739,                0.93655,                0.79173,                  0.941,                0.85384,                0.90863,                0.85928,                0.73857,                0.38323,                0.00434,                0.52456,                 1.0488,             0.00051278,             0.00051278,             0.00051278
                    102,                0.30307,                0.05852,                 0.0152,                 0.2112,                0.81928,                 0.9619,                0.85966,                  0.932,                0.78794,                0.94544,                0.84589,                0.90568,                0.85598,                0.74148,                0.39302,                0.00421,                0.54951,                  1.051,               0.000505,               0.000505,               0.000505
                    103,                0.29893,                0.04582,                0.01603,                0.20477,                 0.8153,                  0.966,                0.86165,                 0.9345,                0.78956,                0.95151,                0.84872,                 0.9102,                0.85945,                0.74447,                0.38634,                0.00486,                0.54935,                 1.0508,             0.00049722,             0.00049722,             0.00049722
                    104,                0.30623,                0.05279,                0.01648,                0.21189,                0.81145,                0.96532,                0.85808,                0.93212,                0.78699,                0.95043,                 0.8434,                0.90752,                0.85644,                0.74552,                0.38254,                0.00486,                0.54378,                 1.0519,             0.00048945,             0.00048945,             0.00048945
                    105,                0.29339,                0.05761,                0.01268,                  0.205,                0.81401,                0.96831,                0.85072,                0.93134,                0.78737,                0.94944,                0.83818,                0.90453,                0.85427,                0.74835,                0.39302,                0.00459,                0.54139,                 1.0542,             0.00048168,             0.00048168,             0.00048168
                    106,                0.29961,                0.04311,                0.01641,                0.20675,                0.81019,                 0.9781,                0.84359,                0.92837,                0.78595,                0.95879,                0.82694,                0.90114,                0.85279,                 0.7511,                0.39451,                0.00496,                0.54616,                 1.0585,             0.00047392,             0.00047392,             0.00047392
                    107,                0.29375,                0.05032,                0.02333,                0.20232,                0.81051,                0.96674,                0.85483,                0.92967,                0.78821,                0.94805,                0.83843,                0.90105,                0.85499,                0.74825,                0.39719,                0.00544,                0.55869,                 1.0552,             0.00046616,             0.00046616,             0.00046616
                    108,                0.29324,                0.04787,                 0.0194,                 0.2041,                 0.8179,                0.96812,                0.85906,                  0.932,                0.78806,                 0.9486,                0.84191,                 0.9034,                0.85395,                0.74506,                0.39908,                0.00495,                0.53293,                 1.0536,             0.00045842,             0.00045842,             0.00045842
                    109,                0.29109,                 0.0578,                0.02078,                0.20552,                0.81629,                0.97279,                0.85931,                0.93227,                0.78883,                0.95384,                0.84265,                0.90361,                0.85361,                0.74559,                0.40289,                0.00465,                0.53436,                  1.055,             0.00045068,             0.00045068,             0.00045068
                    110,                0.29712,                0.03831,                0.01586,                0.21005,                0.81075,                0.96559,                0.86486,                0.93218,                0.78691,                0.94755,                 0.8487,                0.90431,                0.85455,                0.74607,                0.40075,                0.00423,                0.53538,                 1.0579,             0.00044296,             0.00044296,             0.00044296
                    111,                 0.2957,                0.04894,                0.01623,                0.20294,                0.81353,                0.96629,                0.86921,                0.93593,                0.79002,                0.94693,                0.85165,                0.90643,                0.85765,                0.74715,                0.40007,                0.00386,                0.52137,                 1.0629,             0.00043525,             0.00043525,             0.00043525
                    112,                 0.2965,                0.05234,                0.01615,                0.20259,                0.81753,                0.96838,                0.86925,                0.93538,                0.78902,                0.94982,                 0.8516,                0.90576,                0.85715,                0.74569,                0.40327,                0.00358,                0.52426,                 1.0611,             0.00042756,             0.00042756,             0.00042756
                    113,                0.28924,                0.04341,                0.01878,                0.20206,                0.81192,                0.96866,                0.86823,                0.93507,                0.78917,                0.94868,                0.85086,                 0.9059,                0.85734,                0.74479,                0.39995,                0.00388,                0.52858,                 1.0611,              0.0004199,              0.0004199,              0.0004199
                    114,                0.29184,                0.04701,                 0.0152,                0.20439,                0.81241,                0.96793,                0.87015,                0.93466,                0.78741,                0.94809,                0.85508,                0.90711,                0.85669,                0.74093,                0.39506,                0.00386,                0.51939,                 1.0567,             0.00041225,             0.00041225,             0.00041225
                    115,                  0.291,                 0.0527,                0.01557,                0.20046,                 0.8181,                0.96614,                0.87228,                0.93484,                0.78805,                0.94614,                0.85591,                0.90611,                0.85608,                0.73828,                 0.3974,                0.00365,                0.51533,                 1.0555,             0.00040462,             0.00040462,             0.00040462
                    116,                0.28109,                0.04337,                0.01549,                0.19542,                0.80863,                0.96501,                0.86369,                0.93299,                0.78809,                0.94446,                0.84539,                0.90318,                0.85566,                0.73822,                 0.3979,                0.00369,                0.52178,                 1.0536,             0.00039702,             0.00039702,             0.00039702
                    117,                0.29336,                0.04279,                0.01477,                0.20013,                 0.8081,                0.96337,                0.86289,                0.93176,                0.78825,                0.94587,                0.84702,                0.90549,                0.85686,                0.73762,                0.38952,                0.00365,                0.52451,                  1.052,             0.00038944,             0.00038944,             0.00038944
                    118,                 0.2845,                0.04616,                0.01501,                0.19633,                0.80659,                0.96703,                 0.8608,                0.93228,                0.79026,                0.94661,                0.84624,                0.90461,                 0.8577,                0.73691,                0.38445,                0.00344,                0.52378,                 1.0507,              0.0003819,              0.0003819,              0.0003819
                    119,                0.27867,                0.04927,                0.01291,                0.19585,                 0.8025,                0.96436,                0.86353,                0.93205,                0.78894,                0.94718,                0.84694,                0.90441,                0.85652,                0.73741,                 0.3847,                0.00348,                 0.5231,                  1.052,             0.00037438,             0.00037438,             0.00037438
                    120,                0.28686,                0.05192,                0.01561,                 0.1955,                 0.8181,                0.96614,                 0.8652,                0.93255,                0.79122,                0.94544,                0.84937,                0.90449,                0.85664,                0.73781,                0.38376,                0.00356,                0.52449,                 1.0529,              0.0003669,              0.0003669,              0.0003669
                    121,                0.28278,                0.04368,                0.01416,                0.19647,                0.80628,                0.96883,                0.86539,                0.93492,                0.79258,                0.94514,                0.85061,                0.90498,                0.85833,                0.73607,                0.37925,                0.00319,                0.52202,                 1.0512,             0.00035945,             0.00035945,             0.00035945
                    122,                0.27863,                0.05369,                0.01945,                 0.1918,                0.80946,                0.97875,                 0.8587,                0.93531,                0.79226,                0.95556,                0.84446,                0.90637,                0.85966,                0.73638,                0.37712,                0.00296,                0.51459,                  1.052,             0.00035204,             0.00035204,             0.00035204
                    123,                0.27969,                0.03569,                0.01177,                0.19053,                0.80453,                0.97146,                0.86318,                0.93547,                0.79341,                0.95089,                  0.847,                0.90606,                0.85971,                0.73399,                0.37794,                 0.0031,                0.51378,                 1.0512,             0.00034466,             0.00034466,             0.00034466
                    124,                0.27399,                 0.0499,                0.01863,                0.19042,                0.80727,                0.97449,                0.86397,                0.93634,                0.79443,                0.94953,                0.84887,                 0.9076,                0.86141,                0.73377,                0.38039,                0.00334,                0.51429,                 1.0501,             0.00033732,             0.00033732,             0.00033732
                    125,                0.27583,                0.05291,                0.01823,                0.19193,                0.80798,                0.96969,                0.86678,                0.93608,                0.79358,                0.94958,                0.85086,                0.90722,                0.86087,                0.73207,                0.37614,                0.00344,                0.50913,                 1.0496,             0.00033003,             0.00033003,             0.00033003
                    126,                0.27591,                0.03497,                0.01251,                0.19169,                0.81563,                0.96602,                0.86909,                0.93704,                0.79507,                 0.9462,                0.85384,                0.90707,                0.86213,                0.72922,                0.37728,                 0.0033,                0.50493,                 1.0478,             0.00032278,             0.00032278,             0.00032278
                    127,                0.26915,                0.03198,                0.01468,                0.18756,                 0.8035,                0.96432,                0.86659,                0.93707,                0.79561,                0.94533,                0.85105,                0.90838,                0.86328,                0.72967,                0.37604,                0.00327,                0.50976,                 1.0471,             0.00031557,             0.00031557,             0.00031557
                    128,                 0.2818,                0.03749,                0.01701,                0.19213,                0.81246,                0.96533,                 0.8652,                0.93643,                0.79474,                0.94709,                0.84987,                0.90707,                0.86245,                0.72995,                  0.376,                0.00336,                0.50848,                 1.0479,             0.00030841,             0.00030841,             0.00030841
                    129,                 0.2774,                 0.0434,                0.01483,                0.18927,                0.80908,                0.97581,                0.85782,                 0.9368,                  0.794,                0.95491,                0.84042,                0.90532,                0.86182,                0.72991,                0.37815,                0.00335,                  0.508,                 1.0487,              0.0003013,              0.0003013,              0.0003013
                    130,                0.27098,                0.05497,                0.01398,                0.18786,                0.80882,                0.96807,                0.86527,                0.93717,                0.79466,                0.94674,                0.84613,                0.90433,                0.86154,                0.73008,                0.38396,                0.00351,                0.50114,                 1.0502,             0.00029424,             0.00029424,             0.00029424
                    131,                0.26288,                0.04753,                0.01358,                0.18123,                0.80315,                0.96773,                0.86479,                0.93719,                 0.7947,                0.94771,                0.84689,                0.90792,                0.86192,                0.73222,                0.38336,                0.00348,                0.50353,                 1.0518,             0.00028723,             0.00028723,             0.00028723
                    132,                0.26797,                0.03579,                0.01405,                0.18403,                0.80768,                0.97832,                0.85757,                0.93775,                0.79571,                0.95966,                0.84067,                 0.9091,                 0.8625,                 0.7329,                0.38396,                0.00362,                0.50509,                 1.0528,             0.00028027,             0.00028027,             0.00028027
                    133,                0.26905,                0.04348,                0.01114,                 0.1835,                0.80319,                0.97899,                0.85704,                0.93762,                  0.796,                0.95914,                0.84015,                0.90815,                0.86333,                0.73219,                0.38046,                 0.0038,                0.50378,                 1.0529,             0.00027337,             0.00027337,             0.00027337
                    134,                0.26613,                0.04866,                0.01233,                0.18194,                0.80279,                0.97927,                0.85699,                  0.938,                0.79589,                0.95795,                0.83992,                0.90805,                0.86383,                0.73317,                0.38138,                 0.0038,                0.50375,                 1.0534,             0.00026653,             0.00026653,             0.00026653
                    135,                 0.2731,                0.03936,                0.02103,                0.18819,                0.80172,                 0.9782,                0.85876,                0.93833,                0.79656,                0.95781,                0.84075,                0.90884,                0.86463,                0.73368,                0.38111,                0.00376,                0.50535,                 1.0532,             0.00025975,             0.00025975,             0.00025975
                    136,                0.27807,                0.03625,                0.01649,                0.18824,                0.80442,                0.96701,                0.86692,                0.93907,                0.79709,                0.94727,                0.84937,                0.91069,                0.86676,                0.73481,                0.38033,                0.00386,                0.50518,                 1.0545,             0.00025302,             0.00025302,             0.00025302
                    137,                0.26107,                0.03325,                0.01103,                0.18248,                0.80466,                0.96801,                0.86491,                0.93813,                0.79648,                0.94794,                0.84787,                0.91032,                0.86603,                0.73412,                0.38037,                 0.0038,                0.50662,                 1.0533,             0.00024636,             0.00024636,             0.00024636
                    138,                0.25926,                0.03655,                0.01351,                0.17651,                0.80009,                0.96908,                0.86469,                0.93785,                0.79648,                0.94931,                0.84732,                0.90975,                0.86588,                0.73339,                0.38178,                0.00371,                0.50487,                 1.0523,             0.00023977,             0.00023977,             0.00023977
                    139,                0.25936,                0.04401,                0.01469,                0.18193,                0.80421,                0.97316,                0.86229,                 0.9381,                0.79637,                0.94965,                0.84853,                 0.9097,                 0.8657,                0.73341,                0.38457,                0.00388,                0.50446,                 1.0521,             0.00023323,             0.00023323,             0.00023323
                    140,                0.26137,                0.03896,                0.01068,                0.18019,                0.80486,                0.96985,                0.86368,                0.93777,                 0.7956,                0.94775,                0.85036,                0.91017,                0.86579,                0.73248,                0.38333,                  0.004,                 0.5069,                 1.0505,             0.00022677,             0.00022677,             0.00022677
                    141,                0.26555,                0.03268,                0.01612,                0.18087,                0.81084,                0.96777,                0.86552,                0.93698,                0.79531,                0.94737,                0.84986,                0.90911,                0.86559,                0.73157,                0.38151,                0.00398,                0.51112,                 1.0493,             0.00022037,             0.00022037,             0.00022037
                    142,                0.25516,                0.03902,                 0.0158,                0.17713,                0.80373,                0.96928,                0.86286,                0.93652,                0.79558,                0.94735,                0.84983,                0.90888,                 0.8657,                0.73039,                0.38395,                 0.0041,                0.51151,                 1.0487,             0.00021405,             0.00021405,             0.00021405
                    143,                0.26112,                0.03064,                0.01539,                0.18209,                0.80469,                0.96874,                0.86282,                0.93636,                0.79515,                0.94918,                0.84738,                0.90914,                0.86549,                0.73085,                0.38467,                0.00411,                0.51521,                 1.0492,             0.00020779,             0.00020779,             0.00020779
                    144,                0.26282,                0.04226,                0.01111,                0.17879,                0.80148,                0.96851,                0.86384,                0.93684,                0.79569,                0.94773,                0.84722,                 0.9085,                0.86565,                0.73055,                0.38397,                0.00398,                0.51346,                 1.0497,             0.00020161,             0.00020161,             0.00020161
                    145,                0.25605,                0.03863,                0.01123,                0.17342,                0.80109,                0.96823,                0.86352,                0.93679,                0.79547,                0.94745,                0.84706,                0.90757,                0.86509,                 0.7318,                0.38263,                0.00392,                0.51526,                 1.0506,              0.0001955,              0.0001955,              0.0001955
                    146,                0.26124,                0.03142,                0.01197,                0.18157,                0.80523,                0.96877,                0.86362,                0.93647,                0.79533,                0.94711,                0.84564,                0.90742,                0.86556,                 0.7325,                0.38274,                0.00382,                0.51539,                 1.0513,             0.00018948,             0.00018948,             0.00018948
                    147,                0.25663,                0.03326,                0.01594,                0.17276,                0.80468,                0.96765,                0.86252,                0.93581,                0.79509,                0.94726,                0.84489,                0.90714,                0.86475,                0.73278,                0.38338,                0.00381,                0.51819,                 1.0514,             0.00018352,             0.00018352,             0.00018352
                    148,                0.25902,                0.03654,                0.01216,                0.17959,                0.79757,                0.96845,                0.86223,                0.93542,                0.79433,                0.94673,                0.84464,                0.90576,                0.86318,                0.73377,                0.38271,                0.00382,                0.51905,                  1.052,             0.00017765,             0.00017765,             0.00017765
                    149,                 0.2558,                0.04534,                0.01115,                0.17324,                0.79744,                0.96741,                0.86155,                0.93534,                  0.794,                0.94706,                0.84483,                0.90649,                0.86357,                0.73358,                0.38306,                 0.0037,                0.51897,                 1.0516,             0.00017186,             0.00017186,             0.00017186
                    150,                0.25753,                0.04279,                0.01998,                0.17468,                0.80134,                0.96785,                0.86066,                0.93532,                0.79391,                0.94761,                 0.8453,                 0.9074,                 0.8641,                0.73326,                0.38275,                0.00362,                0.51879,                 1.0515,             0.00016615,             0.00016615,             0.00016615
                    151,                0.25952,                 0.0336,                0.01099,                0.17328,                0.79963,                0.96822,                0.86055,                 0.9354,                0.79374,                0.94754,                0.84401,                0.90706,                0.86372,                0.73422,                0.38307,                0.00365,                0.52053,                 1.0523,             0.00016052,             0.00016052,             0.00016052
                    152,                0.26084,                0.03265,                0.01418,                0.17551,                0.80162,                0.96814,                0.86098,                0.93511,                0.79324,                0.94767,                0.84365,                0.90696,                0.86438,                0.73319,                0.38287,                 0.0037,                0.52145,                 1.0513,             0.00015498,             0.00015498,             0.00015498
                    153,                0.24898,                0.03731,                0.01414,                0.16905,                0.79987,                0.96927,                 0.8608,                0.93569,                0.79364,                 0.9489,                0.84474,                0.90757,                0.86509,                0.73292,                  0.383,                0.00368,                0.52309,                 1.0512,             0.00014953,             0.00014953,             0.00014953
                    154,                0.25426,                0.02847,                 0.0106,                0.17163,                0.80102,                0.96975,                0.86056,                0.93613,                0.79401,                0.94888,                 0.8439,                0.90777,                0.86538,                0.73359,                0.38319,                0.00361,                0.52204,                 1.0517,             0.00014416,             0.00014416,             0.00014416
                    155,                0.25017,                0.03627,                0.00958,                0.16783,                0.80214,                0.97051,                 0.8603,                0.93592,                0.79335,                0.94961,                 0.8431,                0.90759,                0.86485,                0.73317,                 0.3837,                0.00358,                0.52234,                 1.0516,             0.00013888,             0.00013888,             0.00013888
                    156,                0.25179,                0.03978,                0.01199,                0.16932,                0.80003,                0.96968,                0.86055,                0.93542,                0.79338,                0.94877,                0.84216,                0.90644,                0.86428,                0.73296,                0.38388,                0.00355,                0.52179,                 1.0516,              0.0001337,              0.0001337,              0.0001337
                    157,                0.24783,                0.02764,                0.01137,                0.16932,                0.79938,                0.97106,                 0.8592,                0.93541,                0.79341,                0.94878,                0.84261,                0.90603,                0.86406,                0.73323,                0.38402,                0.00361,                0.52214,                 1.0516,              0.0001286,              0.0001286,              0.0001286
                    158,                0.25295,                0.04054,                0.01895,                0.17078,                0.79989,                0.97102,                0.85906,                0.93538,                0.79305,                0.94959,                0.84285,                0.90691,                0.86432,                0.73316,                0.38321,                0.00359,                0.52319,                 1.0517,              0.0001236,              0.0001236,              0.0001236
                    159,                0.24498,                0.03624,                0.00867,                0.16815,                0.80151,                0.97049,                0.85836,                0.93548,                0.79356,                0.94827,                0.84293,                0.90734,                0.86473,                0.73302,                0.38297,                0.00357,                0.52412,                 1.0516,             0.00011869,             0.00011869,             0.00011869
                    160,                0.25426,                0.02767,                0.01075,                0.16723,                0.80368,                0.96869,                0.86055,                0.93577,                0.79429,                0.94807,                0.84416,                0.90757,                0.86485,                0.73272,                0.38308,                0.00355,                0.52241,                 1.0515,             0.00011387,             0.00011387,             0.00011387
                    161,                 0.2478,                0.03144,                0.01387,                0.16808,                0.79735,                0.96891,                0.85881,                0.93544,                0.79372,                0.94694,                0.84284,                 0.9065,                 0.8645,                0.73235,                0.38372,                 0.0035,                0.52268,                 1.0514,             0.00010916,             0.00010916,             0.00010916
                    162,                0.25239,                0.03826,                0.01296,                0.17177,                  0.794,                0.96939,                0.85809,                0.93546,                0.79371,                0.94699,                0.84216,                 0.9064,                0.86417,                0.73209,                0.38399,                0.00351,                0.52185,                 1.0514,             0.00010454,             0.00010454,             0.00010454
                    163,                0.24391,                0.04312,                 0.0125,                0.16154,                0.79067,                0.96912,                0.85732,                0.93544,                 0.7941,                0.94698,                0.84241,                0.90663,                0.86425,                0.73238,                0.38381,                0.00349,                0.52321,                 1.0516,             0.00010002,             0.00010002,             0.00010002
                    164,                0.24968,                0.02591,                0.01047,                0.16796,                0.80092,                0.96758,                0.85981,                0.93562,                 0.7937,                0.94536,                  0.843,                0.90656,                0.86472,                0.73245,                0.38432,                0.00346,                0.52289,                 1.0516,             9.5595e-05,             9.5595e-05,             9.5595e-05
                    165,                0.25233,                 0.0319,                0.00714,                 0.1665,                0.79939,                0.96733,                 0.8603,                0.93594,                0.79432,                 0.9467,                 0.8434,                0.90805,                 0.8652,                0.73191,                0.38378,                0.00345,                0.52292,                 1.0513,             9.1275e-05,             9.1275e-05,             9.1275e-05
                    166,                0.24924,                0.03508,                0.00883,                0.16347,                0.79638,                0.96759,                0.86073,                0.93594,                0.79444,                 0.9467,                 0.8439,                0.90767,                0.86524,                0.73198,                0.38326,                0.00345,                0.52256,                 1.0516,             8.7058e-05,             8.7058e-05,             8.7058e-05
                    167,                0.24257,                 0.0277,                0.01096,                0.16479,                0.79516,                0.96652,                0.86109,                0.93574,                0.79452,                0.94645,                0.84344,                 0.9078,                0.86534,                0.73214,                0.38025,                0.00347,                0.52197,                 1.0516,             8.2943e-05,             8.2943e-05,             8.2943e-05
                    168,                0.24002,                0.03009,                0.00977,                0.16355,                0.79132,                 0.9676,                0.86122,                0.93561,                0.79431,                0.94725,                0.84372,                0.90776,                0.86546,                0.73212,                0.38043,                0.00342,                0.52135,                 1.0518,             7.8933e-05,             7.8933e-05,             7.8933e-05
                    169,                0.24376,                0.02435,                 0.0132,                  0.165,                0.80022,                0.96788,                0.86132,                0.93567,                0.79442,                 0.9475,                0.84333,                0.90694,                0.86557,                0.73175,                0.37963,                0.00345,                 0.5205,                 1.0515,             7.5027e-05,             7.5027e-05,             7.5027e-05
                    170,                0.25083,                0.03252,                0.01183,                0.16804,                0.80067,                0.97035,                0.85931,                 0.9358,                0.79518,                0.94694,                 0.8439,                0.90712,                0.86609,                0.73217,                0.37915,                0.00346,                0.52113,                 1.0516,             7.1228e-05,             7.1228e-05,             7.1228e-05
                    171,                0.23753,                0.03106,                0.00811,                0.15765,                0.79383,                0.97107,                0.85944,                0.93589,                0.79523,                0.94699,                0.84371,                0.90715,                0.86622,                0.73225,                0.37873,                0.00343,                0.52083,                 1.0519,             6.7536e-05,             6.7536e-05,             6.7536e-05
                    172,                0.24479,                0.02482,                0.00912,                0.16317,                0.79632,                0.97011,                0.85906,                0.93586,                0.79475,                0.94932,                0.84265,                0.90747,                0.86583,                0.73224,                0.37875,                0.00345,                0.52028,                 1.0521,             6.3952e-05,             6.3952e-05,             6.3952e-05
                    173,                0.24464,                0.03995,                0.01229,                0.16498,                0.79608,                0.97026,                0.85975,                0.93617,                0.79537,                0.94801,                0.84309,                0.90766,                0.86586,                0.73217,                0.37865,                0.00347,                0.51934,                 1.0521,             6.0476e-05,             6.0476e-05,             6.0476e-05
                    174,                0.23969,                 0.0313,                0.01221,                0.16352,                0.80433,                 0.9706,                0.85906,                0.93636,                0.79553,                0.94827,                0.84289,                0.90792,                0.86636,                0.73233,                0.37833,                0.00345,                 0.5202,                  1.052,             5.7111e-05,             5.7111e-05,             5.7111e-05
                    175,                0.23905,                0.03024,                0.01377,                0.16207,                0.80023,                 0.9705,                0.85867,                0.93616,                0.79521,                0.94827,                 0.8429,                0.90767,                0.86632,                0.73219,                0.37858,                0.00348,                0.51977,                 1.0522,             5.3855e-05,             5.3855e-05,             5.3855e-05
                    176,                0.23073,                0.02927,                0.01012,                0.15461,                0.79486,                0.97076,                0.85813,                0.93633,                0.79578,                0.94878,                0.84259,                0.90852,                0.86663,                0.73238,                0.37961,                0.00367,                0.52055,                 1.0522,             5.0711e-05,             5.0711e-05,             5.0711e-05
                    177,                0.23312,                0.02615,                0.00983,                0.15716,                0.80413,                0.97052,                0.85928,                0.93638,                 0.7959,                0.94902,                 0.8422,                0.90847,                0.86628,                0.73231,                0.38141,                0.00366,                0.52015,                 1.0521,              4.768e-05,              4.768e-05,              4.768e-05
                    178,                0.24086,                0.03521,                0.01216,                0.15938,                0.79657,                0.97002,                0.85881,                0.93636,                  0.796,                0.94903,                0.84228,                0.90847,                 0.8664,                0.73194,                0.38283,                0.00368,                0.52036,                 1.0519,             4.4761e-05,             4.4761e-05,             4.4761e-05
                    179,                  0.242,                0.02912,                0.01416,                0.16041,                0.79251,                0.96965,                0.85956,                0.93615,                0.79584,                  0.948,                 0.8434,                0.90829,                 0.8664,                0.73188,                0.38222,                0.00366,                0.52145,                  1.052,             4.1955e-05,             4.1955e-05,             4.1955e-05
                    180,                0.24446,                0.03832,                0.01413,                 0.1624,                0.79673,                0.97019,                0.85881,                0.93622,                 0.7958,                0.94826,                0.84272,                0.90834,                0.86659,                 0.7318,                0.38228,                0.00365,                0.52079,                 1.0519,             3.9264e-05,             3.9264e-05,             3.9264e-05
                    181,                0.24071,                0.02983,                0.01059,                0.15902,                0.79365,                0.97015,                0.85881,                0.93619,                0.79593,                0.94823,                 0.8429,                0.90828,                0.86647,                0.73135,                0.38177,                0.00355,                 0.5219,                 1.0515,             3.6688e-05,             3.6688e-05,             3.6688e-05
                    182,                0.23976,                0.02955,                0.01045,                0.15824,                0.79581,                0.97043,                0.85856,                0.93615,                 0.7957,                0.94893,                 0.8429,                0.90849,                0.86665,                0.73138,                0.38045,                0.00354,                0.52216,                 1.0515,             3.4227e-05,             3.4227e-05,             3.4227e-05
                    183,                0.24658,                0.02321,                0.01016,                0.16354,                0.80525,                0.97024,                0.85888,                0.93613,                0.79577,                0.94902,                0.84265,                0.90861,                0.86702,                0.73126,                0.38055,                0.00355,                0.52175,                 1.0515,             3.1882e-05,             3.1882e-05,             3.1882e-05
                    184,                0.23249,                0.03748,                0.01011,                0.15864,                0.79385,                0.96997,                0.85906,                 0.9361,                0.79625,                0.94798,                0.84258,                0.90792,                0.86677,                0.73112,                 0.3801,                0.00358,                0.52202,                 1.0514,             2.9655e-05,             2.9655e-05,             2.9655e-05
                    185,                0.23518,                0.03168,                0.01927,                0.15823,                0.80229,                0.96968,                0.85863,                0.93617,                0.79613,                0.94817,                0.84315,                0.90796,                0.86691,                0.73109,                 0.3813,                0.00358,                0.52185,                 1.0514,             2.7544e-05,             2.7544e-05,             2.7544e-05
                    186,                0.24201,                0.03068,                0.01039,                 0.1615,                0.79403,                0.96968,                0.85863,                0.93631,                0.79682,                0.94882,                0.84337,                0.90827,                0.86683,                0.73088,                0.37987,                0.00357,                0.52168,                 1.0516,             2.5551e-05,             2.5551e-05,             2.5551e-05
