                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                0.26216,                0.16943,                 0.8004,                0.96701,                0.84937,                0.92585,                0.78158,                0.72385,                0.54005,                 1.0487,             0.00015498,             0.00015498,             0.00015498
                    153,                0.25552,                0.16657,                 0.7998,                0.96533,                0.84912,                0.92588,                0.78153,                0.72388,                0.53903,                 1.0489,             0.00014953,             0.00014953,             0.00014953
                    154,                0.25737,                0.16685,                0.80007,                0.96532,                0.84912,                0.92583,                 0.7817,                0.72371,                0.54026,                 1.0492,             0.00014416,             0.00014416,             0.00014416
                    155,                0.25643,                0.16678,                0.80086,                0.96574,                0.84763,                0.92556,                0.78086,                0.72384,                 0.5403,                  1.049,             0.00013888,             0.00013888,             0.00013888
                    156,                0.25721,                0.16578,                0.80015,                0.96667,                0.84663,                0.92583,                0.78101,                 0.7237,                 0.5411,                  1.049,              0.0001337,              0.0001337,              0.0001337
                    157,                0.25385,                0.16538,                0.80059,                0.96749,                0.84663,                0.92565,                0.78107,                0.72378,                0.54131,                 1.0489,              0.0001286,              0.0001286,              0.0001286
                    158,                0.25618,                0.16506,                0.79824,                0.96623,                0.84613,                0.92524,                0.78064,                0.72395,                0.54125,                  1.049,              0.0001236,              0.0001236,              0.0001236
                    159,                0.24984,                0.16393,                0.80202,                0.96788,                0.84653,                0.92545,                0.78123,                0.72363,                0.53902,                 1.0486,             0.00011869,             0.00011869,             0.00011869
                    160,                0.25836,                0.16724,                0.80227,                0.96627,                0.84744,                0.92553,                0.78099,                0.72348,                0.53822,                 1.0485,             0.00011387,             0.00011387,             0.00011387
                    161,                 0.2501,                0.16246,                0.79618,                0.96842,                0.84613,                0.92518,                0.78101,                0.72349,                0.53692,                 1.0488,             0.00010916,             0.00010916,             0.00010916
                    162,                 0.2578,                0.16629,                0.79278,                0.96714,                0.84688,                0.92514,                0.78111,                0.72306,                0.53567,                 1.0488,             0.00010454,             0.00010454,             0.00010454
                    163,                0.24592,                0.16077,                0.79126,                0.96525,                0.84837,                0.92572,                0.78158,                0.72327,                 0.5343,                 1.0491,             0.00010002,             0.00010002,             0.00010002
                    164,                0.25294,                0.16358,                0.80188,                0.96468,                0.84873,                0.92636,                0.78157,                0.72345,                0.53349,                 1.0497,             9.5595e-05,             9.5595e-05,             9.5595e-05
                    165,                0.25454,                0.16546,                0.79911,                0.96588,                0.84812,                0.92637,                0.78196,                0.72356,                 0.5341,                 1.0499,             9.1275e-05,             9.1275e-05,             9.1275e-05
                    166,                0.25669,                0.16183,                0.79592,                0.96628,                0.84763,                0.92647,                 0.7819,                0.72386,                0.53385,                 1.0501,             8.7058e-05,             8.7058e-05,             8.7058e-05
                    167,                0.24851,                0.16175,                0.79335,                0.96399,                0.84837,                0.92648,                0.78208,                0.72372,                0.53368,                 1.0502,             8.2943e-05,             8.2943e-05,             8.2943e-05
                    168,                0.24546,                0.15847,                0.79166,                 0.9646,                0.84787,                0.92632,                0.78198,                0.72337,                0.53346,                 1.0502,             7.8933e-05,             7.8933e-05,             7.8933e-05
                    169,                0.25086,                0.16303,                0.80007,                0.96373,                0.84837,                0.92627,                0.78207,                0.72315,                0.53382,                 1.0502,             7.5027e-05,             7.5027e-05,             7.5027e-05
                    170,                0.25385,                0.16265,                0.79988,                0.96458,                0.84625,                 0.9262,                0.78176,                0.72281,                0.53336,                 1.0499,             7.1228e-05,             7.1228e-05,             7.1228e-05
                    171,                0.24364,                0.15817,                0.79428,                 0.9647,                0.84613,                0.92626,                0.78222,                0.72252,                  0.534,                 1.0501,             6.7536e-05,             6.7536e-05,             6.7536e-05
                    172,                0.25117,                0.16136,                0.79668,                0.96663,                0.84539,                0.92587,                0.78198,                 0.7223,                0.53319,                   1.05,             6.3952e-05,             6.3952e-05,             6.3952e-05
                    173,                0.25143,                0.16196,                0.79522,                0.96884,                0.84464,                0.92608,                0.78231,                0.72216,                0.53259,                   1.05,             6.0476e-05,             6.0476e-05,             6.0476e-05
                    174,                0.24324,                0.15948,                0.80365,                0.96863,                0.84434,                0.92614,                0.78184,                0.72202,                0.53251,                 1.0498,             5.7111e-05,             5.7111e-05,             5.7111e-05
                    175,                0.24102,                0.15633,                0.79903,                 0.9684,                0.84439,                  0.926,                0.78168,                0.72197,                0.53294,                 1.0499,             5.3855e-05,             5.3855e-05,             5.3855e-05
                    176,                0.23658,                0.15535,                0.79443,                0.96666,                0.84439,                0.92578,                0.78146,                0.72215,                0.53288,                 1.0499,             5.0711e-05,             5.0711e-05,             5.0711e-05
                    177,                0.23989,                0.15609,                0.80307,                0.96845,                0.84166,                 0.9255,                0.78152,                0.72237,                0.53405,                   1.05,              4.768e-05,              4.768e-05,              4.768e-05
                    178,                 0.2427,                0.15712,                0.79701,                0.96797,                0.84128,                0.92526,                0.78123,                0.72254,                0.53415,                 1.0501,             4.4761e-05,             4.4761e-05,             4.4761e-05
                    179,                0.24427,                0.15689,                0.79232,                0.96604,                0.84142,                0.92517,                0.78112,                0.72248,                0.53366,                 1.0502,             4.1955e-05,             4.1955e-05,             4.1955e-05
                    180,                0.25058,                0.16085,                0.79803,                0.96603,                 0.8413,                0.92525,                0.78109,                0.72218,                0.53364,                 1.0501,             3.9264e-05,             3.9264e-05,             3.9264e-05
                    181,                0.24191,                0.15211,                0.79405,                0.96575,                0.84116,                0.92526,                0.78072,                0.72249,                0.53342,                 1.0503,             3.6688e-05,             3.6688e-05,             3.6688e-05
                    182,                0.24471,                0.15623,                0.79606,                 0.9666,                0.84168,                0.92546,                0.78107,                0.72233,                0.53296,                 1.0504,             3.4227e-05,             3.4227e-05,             3.4227e-05
                    183,                0.25178,                 0.1604,                0.80526,                0.96716,                0.84178,                0.92558,                0.78095,                 0.7223,                0.53321,                 1.0505,             3.1882e-05,             3.1882e-05,             3.1882e-05
