                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     64,                0.27974,                 0.1071,                      0,                0.19623,                0.80502,                0.99035,                0.97144,                0.99287,                0.89743,                0.98417,                0.96837,                0.98503,                0.95226,                 0.5178,                0.21964,                      0,                0.27389,                 0.9077,             0.00030841,             0.00030841,             0.00030841
                     65,                0.27636,                 0.1142,                      0,                0.19352,                0.79865,                0.99102,                0.96953,                0.99217,                 0.8928,                0.98787,                0.96645,                0.98682,                0.95078,                0.51948,                0.22036,                      0,                0.26851,                0.91509,             0.00029424,             0.00029424,             0.00029424
                     66,                0.27053,                0.11805,                      0,                0.18905,                0.80193,                0.98846,                0.97827,                0.99384,                0.89429,                0.98624,                0.97621,                0.99012,                0.95265,                0.52426,                0.22756,                      0,                0.26409,                0.91141,             0.00028027,             0.00028027,             0.00028027
                     67,                0.27748,                0.10822,                      0,                0.19186,                0.80344,                0.99001,                0.98111,                0.99423,                 0.8958,                0.98758,                0.97891,                0.99103,                 0.9522,                0.52697,                0.22612,                      0,                0.25799,                0.91979,             0.00026653,             0.00026653,             0.00026653
                     68,                0.26815,                0.09058,                      0,                0.18269,                0.79781,                0.99323,                0.96665,                0.99336,                0.89275,                0.99052,                0.96404,                0.98831,                0.95215,                0.52341,                0.22822,                      0,                 0.2638,                0.91325,             0.00025302,             0.00025302,             0.00025302
                     69,                0.27059,                 0.1008,                      0,                0.18775,                0.80053,                0.98854,                0.97012,                0.99039,                0.89202,                0.98631,                0.96837,                0.98772,                0.95268,                0.52929,                0.22942,                      0,                 0.2724,                0.91795,             0.00023977,             0.00023977,             0.00023977
                     70,                0.26491,                0.09833,                      0,                0.18341,                0.79932,                0.98967,                0.96772,                 0.9901,                0.89498,                0.98624,                0.96617,                0.98616,                0.95039,                0.52314,                0.23277,                      0,                0.27379,                0.91556,             0.00022677,             0.00022677,             0.00022677
                     71,                0.26392,                0.09867,                      0,                0.18224,                0.79895,                0.99145,                0.96661,                0.99188,                0.89447,                0.98454,                0.97056,                0.98837,                0.94989,                0.52946,                0.24313,                      0,                0.27594,                0.92259,             0.00021405,             0.00021405,             0.00021405
                     72,                0.26226,                0.09971,                      0,                 0.1824,                 0.8015,                0.99212,                0.96397,                0.99183,                0.89371,                0.98253,                0.96837,                0.98604,                 0.9501,                0.53021,                0.23366,                      0,                0.27423,                0.92149,             0.00020161,             0.00020161,             0.00020161
                     73,                0.26157,                0.08806,                      0,                 0.1792,                0.79218,                0.99213,                0.96705,                0.99265,                0.89236,                0.98919,                0.96463,                0.98839,                0.94761,                0.52727,                0.22857,                      0,                0.26451,                0.91779,             0.00018948,             0.00018948,             0.00018948
                     74,                0.26147,                0.07955,                      0,                0.18069,                0.80241,                0.98924,                0.97232,                0.99128,                0.89359,                 0.9856,                0.96968,                0.98575,                  0.948,                0.52706,                 0.2333,                      0,                0.26991,                0.92277,             0.00017765,             0.00017765,             0.00017765
